Location;Color;Quantity in Pounds at Classifier;Size;Flavor;Quantity in Pounds At Pre-finish Operations;Packaging Type;Quantity in Pounds At Pack Operations
Detroit;Coloring Agent25;304678;S1;F11;4358;Bag;1518
Detroit;Coloring Agent25;304678;S1;F11;4358;Box;2840
Detroit;Coloring Agent25;304678;S1;F12;3538;Bag;3538
Detroit;Coloring Agent25;304678;S1;F5;6114;Bag;6114
Detroit;Coloring Agent25;304678;S1;F6;8904;Bag;8904
Detroit;Coloring Agent25;304678;S1;F8;10660;Bag;10660
Detroit;Coloring Agent25;304678;S1;F9;4981;Bag;1730
Detroit;Coloring Agent25;304678;S1;F9;4981;Box;3251
Detroit;Coloring Agent25;304678;S2;F1;13962;Bag;13962
Detroit;Coloring Agent25;304678;S2;F10;280;Box;280
Detroit;Coloring Agent25;304678;S2;F11;2425;Box;2425
Detroit;Coloring Agent25;304678;S2;F12;9084;Bag;9084
Detroit;Coloring Agent25;304678;S2;F2;1819;Bag;1819
Detroit;Coloring Agent25;304678;S2;F3;9028;Bag;6666
Detroit;Coloring Agent25;304678;S2;F3;9028;Box;2362
Detroit;Coloring Agent25;304678;S2;F4;7063;Bag;4523
Detroit;Coloring Agent25;304678;S2;F4;7063;Box;2540
Detroit;Coloring Agent25;304678;S2;F5;7738;Bag;3328
Detroit;Coloring Agent25;304678;S2;F5;7738;Box;4410
Detroit;Coloring Agent25;304678;S2;F6;2209;Bag;2209
Detroit;Coloring Agent25;304678;S2;F7;5398;Bag;3623
Detroit;Coloring Agent25;304678;S2;F7;5398;Box;1775
Detroit;Coloring Agent25;304678;S2;F8;15985;Bag;15985
Detroit;Coloring Agent25;304678;S3;F1;13524;Bag;13524
Detroit;Coloring Agent25;304678;S3;F10;3556;Bag;3556
Detroit;Coloring Agent25;304678;S3;F11;7083;Bag;3654
Detroit;Coloring Agent25;304678;S3;F11;7083;Box;3429
Detroit;Coloring Agent25;304678;S3;F12;1545;Bag;1545
Detroit;Coloring Agent25;304678;S3;F2;2347;Bag;2347
Detroit;Coloring Agent25;304678;S3;F3;1658;Box;1658
Detroit;Coloring Agent25;304678;S3;F4;3878;Bag;1858
Detroit;Coloring Agent25;304678;S3;F4;3878;Box;2020
Detroit;Coloring Agent25;304678;S3;F5;6210;Bag;6210
Detroit;Coloring Agent25;304678;S3;F6;3668;Bag;1560
Detroit;Coloring Agent25;304678;S3;F6;3668;Box;2108
Detroit;Coloring Agent25;304678;S3;F7;12892;Bag;9724
Detroit;Coloring Agent25;304678;S3;F7;12892;Box;3168
Detroit;Coloring Agent25;304678;S3;F8;20049;Bag;18477
Detroit;Coloring Agent25;304678;S3;F8;20049;Box;1572
Detroit;Coloring Agent25;304678;S3;F9;1578;Box;1578
Detroit;Coloring Agent25;304678;S4;F1;13763;Bag;12048
Detroit;Coloring Agent25;304678;S4;F1;13763;Box;1715
Detroit;Coloring Agent25;304678;S4;F10;2045;Bag;2045
Detroit;Coloring Agent25;304678;S4;F11;1632;Box;1632
Detroit;Coloring Agent25;304678;S4;F12;5346;Bag;3768
Detroit;Coloring Agent25;304678;S4;F12;5346;Box;1578
Detroit;Coloring Agent25;304678;S4;F2;1435;Box;1435
Detroit;Coloring Agent25;304678;S4;F3;2155;Bag;65
Detroit;Coloring Agent25;304678;S4;F3;2155;Box;2090
Detroit;Coloring Agent25;304678;S4;F4;3853;Bag;1583
Detroit;Coloring Agent25;304678;S4;F4;3853;Box;2270
Detroit;Coloring Agent25;304678;S4;F5;5408;Bag;5408
Detroit;Coloring Agent25;304678;S4;F7;3605;Bag;2000
Detroit;Coloring Agent25;304678;S4;F7;3605;Box;1605
Detroit;Coloring Agent25;304678;S4;F9;1722;Bag;1722
Detroit;Coloring Agent25;304678;S5;F1;11205;Bag;11004
Detroit;Coloring Agent25;304678;S5;F1;11205;Box;201
Detroit;Coloring Agent25;304678;S5;F10;5575;Bag;3620
Detroit;Coloring Agent25;304678;S5;F10;5575;Box;1955
Detroit;Coloring Agent25;304678;S5;F11;4447;Bag;4447
Detroit;Coloring Agent25;304678;S5;F12;3667;Bag;3667
Detroit;Coloring Agent25;304678;S5;F2;2304;Bag;2304
Detroit;Coloring Agent25;304678;S5;F3;5525;Bag;2065
Detroit;Coloring Agent25;304678;S5;F3;5525;Box;3460
Detroit;Coloring Agent25;304678;S5;F4;3295;Bag;3295
Detroit;Coloring Agent25;304678;S5;F5;1554;Bag;1554
Detroit;Coloring Agent25;304678;S5;F6;2002;Bag;2002
Detroit;Coloring Agent25;304678;S5;F7;6032;Bag;6032
Detroit;Coloring Agent25;304678;S5;F8;9593;Bag;7903
Detroit;Coloring Agent25;304678;S5;F8;9593;Box;1690
Detroit;Coloring Agent25;304678;S5;F9;1538;Box;1538
Detroit;Coloring Agent26;101140;S1;F1;169;Bag;169
Detroit;Coloring Agent26;101140;S1;F10;5817;Bag;5817
Detroit;Coloring Agent26;101140;S1;F4;1810;Bag;1810
Detroit;Coloring Agent26;101140;S1;F5;1764;Bag;1764
Detroit;Coloring Agent26;101140;S1;F7;1789;Bag;1789
Detroit;Coloring Agent26;101140;S1;F8;10691;Bag;10691
Detroit;Coloring Agent26;101140;S1;F9;4030;Bag;4030
Detroit;Coloring Agent26;101140;S2;F1;1798;Bag;1565
Detroit;Coloring Agent26;101140;S2;F1;1798;Box;233
Detroit;Coloring Agent26;101140;S2;F10;1790;Bag;1790
Detroit;Coloring Agent26;101140;S2;F2;1627;Bag;1627
Detroit;Coloring Agent26;101140;S2;F7;1637;Bag;1637
Detroit;Coloring Agent26;101140;S2;F8;1550;Box;1550
Detroit;Coloring Agent26;101140;S2;F9;1626;Bag;1626
Detroit;Coloring Agent26;101140;S3;F10;5817;Bag;5817
Detroit;Coloring Agent26;101140;S3;F11;1538;Box;1538
Detroit;Coloring Agent26;101140;S3;F2;4307;Bag;4307
Detroit;Coloring Agent26;101140;S3;F5;1548;Box;1548
Detroit;Coloring Agent26;101140;S3;F6;1533;Bag;1533
Detroit;Coloring Agent26;101140;S3;F7;2627;Bag;1539
Detroit;Coloring Agent26;101140;S3;F7;2627;Box;1088
Detroit;Coloring Agent26;101140;S3;F9;8700;Bag;8700
Detroit;Coloring Agent26;101140;S4;F1;1680;Bag;1680
Detroit;Coloring Agent26;101140;S4;F10;7696;Bag;7696
Detroit;Coloring Agent26;101140;S4;F2;952;Box;952
Detroit;Coloring Agent26;101140;S4;F6;1237;Box;1237
Detroit;Coloring Agent26;101140;S4;F8;1679;Bag;1679
Detroit;Coloring Agent26;101140;S4;F9;10689;Bag;10689
Detroit;Coloring Agent26;101140;S5;F10;3889;Bag;3889
Detroit;Coloring Agent26;101140;S5;F11;3220;Bag;1580
Detroit;Coloring Agent26;101140;S5;F11;3220;Box;1640
Detroit;Coloring Agent26;101140;S5;F12;1668;Bag;1668
Detroit;Coloring Agent26;101140;S5;F2;1670;Bag;1670
Detroit;Coloring Agent26;101140;S5;F4;1227;Bag;1227
Detroit;Coloring Agent26;101140;S5;F6;1718;Bag;1718
Detroit;Coloring Agent26;101140;S5;F9;1647;Bag;1647
Detroit;Coloring Agent27;602272;S1;F1;4754;Bag;4754
Detroit;Coloring Agent27;602272;S1;F10;11039;Bag;7159
Detroit;Coloring Agent27;602272;S1;F10;11039;Box;3880
Detroit;Coloring Agent27;602272;S1;F11;3167;Bag;1462
Detroit;Coloring Agent27;602272;S1;F11;3167;Box;1705
Detroit;Coloring Agent27;602272;S1;F12;3046;Bag;3046
Detroit;Coloring Agent27;602272;S1;F2;4784;Bag;4784
Detroit;Coloring Agent27;602272;S1;F3;11505;Bag;7397
Detroit;Coloring Agent27;602272;S1;F3;11505;Box;4108
Detroit;Coloring Agent27;602272;S1;F4;3399;Bag;3399
Detroit;Coloring Agent27;602272;S1;F5;7576;Bag;7576
Detroit;Coloring Agent27;602272;S1;F7;4269;Bag;2231
Detroit;Coloring Agent27;602272;S1;F7;4269;Box;2038
Detroit;Coloring Agent27;602272;S1;F8;4350;Bag;4122
Detroit;Coloring Agent27;602272;S1;F8;4350;Box;228
Detroit;Coloring Agent27;602272;S1;F9;1876;Bag;1876
Detroit;Coloring Agent27;602272;S2;F1;20031;Bag;16001
Detroit;Coloring Agent27;602272;S2;F1;20031;Box;4030
Detroit;Coloring Agent27;602272;S2;F10;6593;Bag;4363
Detroit;Coloring Agent27;602272;S2;F10;6593;Box;2230
Detroit;Coloring Agent27;602272;S2;F11;8910;Bag;5383
Detroit;Coloring Agent27;602272;S2;F11;8910;Box;3527
Detroit;Coloring Agent27;602272;S2;F2;8213;Bag;8213
Detroit;Coloring Agent27;602272;S2;F3;37141;Bag;34893
Detroit;Coloring Agent27;602272;S2;F3;37141;Box;2248
Detroit;Coloring Agent27;602272;S2;F4;16078;Bag;14318
Detroit;Coloring Agent27;602272;S2;F4;16078;Box;1760
Detroit;Coloring Agent27;602272;S2;F5;24977;Bag;24977
Detroit;Coloring Agent27;602272;S2;F6;7158;Bag;5276
Detroit;Coloring Agent27;602272;S2;F6;7158;Box;1882
Detroit;Coloring Agent27;602272;S2;F7;12948;Bag;12948
Detroit;Coloring Agent27;602272;S2;F8;16837;Bag;16837
Detroit;Coloring Agent27;602272;S2;F9;8446;Bag;6621
Detroit;Coloring Agent27;602272;S2;F9;8446;Box;1825
Detroit;Coloring Agent27;602272;S3;F1;12540;Bag;11025
Detroit;Coloring Agent27;602272;S3;F1;12540;Box;1515
Detroit;Coloring Agent27;602272;S3;F10;12284;Bag;6400
Detroit;Coloring Agent27;602272;S3;F10;12284;Box;5884
Detroit;Coloring Agent27;602272;S3;F11;5560;Bag;5560
Detroit;Coloring Agent27;602272;S3;F12;4078;Bag;4078
Detroit;Coloring Agent27;602272;S3;F2;4404;Bag;4404
Detroit;Coloring Agent27;602272;S3;F3;5128;Bag;3418
Detroit;Coloring Agent27;602272;S3;F3;5128;Box;1710
Detroit;Coloring Agent27;602272;S3;F4;7588;Bag;1684
Detroit;Coloring Agent27;602272;S3;F4;7588;Box;5904
Detroit;Coloring Agent27;602272;S3;F5;15969;Bag;15969
Detroit;Coloring Agent27;602272;S3;F6;14057;Bag;10647
Detroit;Coloring Agent27;602272;S3;F6;14057;Box;3410
Detroit;Coloring Agent27;602272;S3;F7;11381;Bag;11381
Detroit;Coloring Agent27;602272;S3;F8;13946;Bag;9569
Detroit;Coloring Agent27;602272;S3;F8;13946;Box;4377
Detroit;Coloring Agent27;602272;S3;F9;8035;Bag;5827
Detroit;Coloring Agent27;602272;S3;F9;8035;Box;2208
Detroit;Coloring Agent27;602272;S4;F1;11886;Bag;11886
Detroit;Coloring Agent27;602272;S4;F10;7996;Bag;5774
Detroit;Coloring Agent27;602272;S4;F10;7996;Box;2222
Detroit;Coloring Agent27;602272;S4;F11;3598;Bag;1880
Detroit;Coloring Agent27;602272;S4;F11;3598;Box;1718
Detroit;Coloring Agent27;602272;S4;F12;4020;Bag;1788
Detroit;Coloring Agent27;602272;S4;F12;4020;Box;2232
Detroit;Coloring Agent27;602272;S4;F2;13668;Bag;11846
Detroit;Coloring Agent27;602272;S4;F2;13668;Box;1822
Detroit;Coloring Agent27;602272;S4;F3;33498;Bag;33498
Detroit;Coloring Agent27;602272;S4;F4;18587;Bag;16777
Detroit;Coloring Agent27;602272;S4;F4;18587;Box;1810
Detroit;Coloring Agent27;602272;S4;F5;28481;Bag;27131
Detroit;Coloring Agent27;602272;S4;F5;28481;Box;1350
Detroit;Coloring Agent27;602272;S4;F6;7063;Bag;5698
Detroit;Coloring Agent27;602272;S4;F6;7063;Box;1365
Detroit;Coloring Agent27;602272;S4;F7;15105;Bag;13605
Detroit;Coloring Agent27;602272;S4;F7;15105;Box;1500
Detroit;Coloring Agent27;602272;S4;F8;23279;Bag;17999
Detroit;Coloring Agent27;602272;S4;F8;23279;Box;5280
Detroit;Coloring Agent27;602272;S4;F9;8309;Bag;6377
Detroit;Coloring Agent27;602272;S4;F9;8309;Box;1932
Detroit;Coloring Agent27;602272;S5;F1;10117;Bag;6665
Detroit;Coloring Agent27;602272;S5;F1;10117;Box;3452
Detroit;Coloring Agent27;602272;S5;F10;8180;Bag;3242
Detroit;Coloring Agent27;602272;S5;F10;8180;Box;4938
Detroit;Coloring Agent27;602272;S5;F11;3421;Bag;3421
Detroit;Coloring Agent27;602272;S5;F2;2933;Bag;2933
Detroit;Coloring Agent27;602272;S5;F3;3335;Bag;1710
Detroit;Coloring Agent27;602272;S5;F3;3335;Box;1625
Detroit;Coloring Agent27;602272;S5;F4;22050;Bag;20012
Detroit;Coloring Agent27;602272;S5;F4;22050;Box;2038
Detroit;Coloring Agent27;602272;S5;F5;12851;Bag;10541
Detroit;Coloring Agent27;602272;S5;F5;12851;Box;2310
Detroit;Coloring Agent27;602272;S5;F6;2508;Box;2508
Detroit;Coloring Agent27;602272;S5;F7;8797;Bag;8797
Detroit;Coloring Agent27;602272;S5;F9;10523;Bag;8893
Detroit;Coloring Agent27;602272;S5;F9;10523;Box;1630
Detroit;Coloring Agent28;238062;S1;F1;5886;Bag;5886
Detroit;Coloring Agent28;238062;S1;F10;2015;Box;2015
Detroit;Coloring Agent28;238062;S1;F11;2780;Bag;2780
Detroit;Coloring Agent28;238062;S1;F12;2842;Bag;2842
Detroit;Coloring Agent28;238062;S1;F2;1917;Bag;1917
Detroit;Coloring Agent28;238062;S1;F3;4941;Bag;4941
Detroit;Coloring Agent28;238062;S1;F4;2739;Bag;2739
Detroit;Coloring Agent28;238062;S1;F5;2024;Bag;2024
Detroit;Coloring Agent28;238062;S1;F6;4748;Bag;4748
Detroit;Coloring Agent28;238062;S1;F7;11335;Bag;9365
Detroit;Coloring Agent28;238062;S1;F7;11335;Box;1970
Detroit;Coloring Agent28;238062;S1;F8;5975;Bag;4545
Detroit;Coloring Agent28;238062;S1;F8;5975;Box;1430
Detroit;Coloring Agent28;238062;S2;F1;8191;Bag;8191
Detroit;Coloring Agent28;238062;S2;F10;3730;Bag;3730
Detroit;Coloring Agent28;238062;S2;F11;3364;Bag;3364
Detroit;Coloring Agent28;238062;S2;F12;3409;Bag;3409
Detroit;Coloring Agent28;238062;S2;F2;3497;Bag;3497
Detroit;Coloring Agent28;238062;S2;F3;1714;Bag;1714
Detroit;Coloring Agent28;238062;S2;F5;3570;Bag;3570
Detroit;Coloring Agent28;238062;S2;F6;4288;Bag;4288
Detroit;Coloring Agent28;238062;S2;F7;1705;Bag;1705
Detroit;Coloring Agent28;238062;S2;F8;4741;Bag;4741
Detroit;Coloring Agent28;238062;S2;F9;1910;Bag;1910
Detroit;Coloring Agent28;238062;S3;F1;9056;Bag;7358
Detroit;Coloring Agent28;238062;S3;F1;9056;Box;1698
Detroit;Coloring Agent28;238062;S3;F10;1680;Box;1680
Detroit;Coloring Agent28;238062;S3;F11;1792;Box;1792
Detroit;Coloring Agent28;238062;S3;F12;4754;Bag;3326
Detroit;Coloring Agent28;238062;S3;F12;4754;Box;1428
Detroit;Coloring Agent28;238062;S3;F2;1462;Box;1462
Detroit;Coloring Agent28;238062;S3;F3;3440;Bag;1762
Detroit;Coloring Agent28;238062;S3;F3;3440;Box;1678
Detroit;Coloring Agent28;238062;S3;F4;4728;Bag;2983
Detroit;Coloring Agent28;238062;S3;F4;4728;Box;1745
Detroit;Coloring Agent28;238062;S3;F5;4636;Bag;4636
Detroit;Coloring Agent28;238062;S3;F6;12213;Bag;10723
Detroit;Coloring Agent28;238062;S3;F6;12213;Box;1490
Detroit;Coloring Agent28;238062;S3;F7;4665;Bag;2825
Detroit;Coloring Agent28;238062;S3;F7;4665;Box;1840
Detroit;Coloring Agent28;238062;S3;F8;8700;Bag;7050
Detroit;Coloring Agent28;238062;S3;F8;8700;Box;1650
Detroit;Coloring Agent28;238062;S3;F9;1879;Bag;1879
Detroit;Coloring Agent28;238062;S4;F1;6105;Bag;6105
Detroit;Coloring Agent28;238062;S4;F10;4592;Bag;4592
Detroit;Coloring Agent28;238062;S4;F12;3335;Bag;1607
Detroit;Coloring Agent28;238062;S4;F12;3335;Box;1728
Detroit;Coloring Agent28;238062;S4;F2;2550;Bag;2550
Detroit;Coloring Agent28;238062;S4;F3;1732;Box;1732
Detroit;Coloring Agent28;238062;S4;F4;1608;Box;1608
Detroit;Coloring Agent28;238062;S4;F5;4753;Bag;3065
Detroit;Coloring Agent28;238062;S4;F5;4753;Box;1688
Detroit;Coloring Agent28;238062;S4;F6;4541;Bag;4541
Detroit;Coloring Agent28;238062;S4;F7;1897;Bag;1897
Detroit;Coloring Agent28;238062;S4;F8;2688;Box;2688
Detroit;Coloring Agent28;238062;S5;F1;14860;Bag;10029
Detroit;Coloring Agent28;238062;S5;F1;14860;Box;4831
Detroit;Coloring Agent28;238062;S5;F10;7955;Bag;4552
Detroit;Coloring Agent28;238062;S5;F10;7955;Box;3403
Detroit;Coloring Agent28;238062;S5;F11;3299;Bag;3299
Detroit;Coloring Agent28;238062;S5;F12;1870;Bag;1870
Detroit;Coloring Agent28;238062;S5;F2;3448;Bag;3448
Detroit;Coloring Agent28;238062;S5;F3;2191;Bag;336
Detroit;Coloring Agent28;238062;S5;F3;2191;Box;1855
Detroit;Coloring Agent28;238062;S5;F4;1254;Bag;1254
Detroit;Coloring Agent28;238062;S5;F5;2916;Bag;2916
Detroit;Coloring Agent28;238062;S5;F7;6119;Bag;3292
Detroit;Coloring Agent28;238062;S5;F7;6119;Box;2827
Detroit;Coloring Agent28;238062;S5;F8;12654;Bag;9244
Detroit;Coloring Agent28;238062;S5;F8;12654;Box;3410
Detroit;Coloring Agent28;238062;S5;F9;1369;Bag;1369
Detroit;Coloring Agent3;302315;S1;F1;16776;Bag;16776
Detroit;Coloring Agent3;302315;S1;F12;2110;Bag;2110
Detroit;Coloring Agent3;302315;S1;F2;3302;Bag;1720
Detroit;Coloring Agent3;302315;S1;F2;3302;Box;1582
Detroit;Coloring Agent3;302315;S1;F3;17406;Bag;14601
Detroit;Coloring Agent3;302315;S1;F3;17406;Box;2805
Detroit;Coloring Agent3;302315;S1;F4;5670;Bag;5670
Detroit;Coloring Agent3;302315;S1;F5;10119;Bag;7969
Detroit;Coloring Agent3;302315;S1;F5;10119;Box;2150
Detroit;Coloring Agent3;302315;S1;F6;9400;Bag;8135
Detroit;Coloring Agent3;302315;S1;F6;9400;Box;1265
Detroit;Coloring Agent3;302315;S1;F7;18814;Bag;18814
Detroit;Coloring Agent3;302315;S1;F8;9889;Bag;7751
Detroit;Coloring Agent3;302315;S1;F8;9889;Box;2138
Detroit;Coloring Agent3;302315;S1;F9;35504;Bag;33444
Detroit;Coloring Agent3;302315;S1;F9;35504;Box;2060
Detroit;Coloring Agent3;302315;S2;F1;4718;Bag;4718
Detroit;Coloring Agent3;302315;S2;F10;4416;Bag;4416
Detroit;Coloring Agent3;302315;S2;F11;3507;Bag;3507
Detroit;Coloring Agent3;302315;S2;F12;2999;Bag;2999
Detroit;Coloring Agent3;302315;S2;F2;3874;Bag;3874
Detroit;Coloring Agent3;302315;S2;F3;5191;Bag;3559
Detroit;Coloring Agent3;302315;S2;F3;5191;Box;1632
Detroit;Coloring Agent3;302315;S2;F4;2676;Bag;1281
Detroit;Coloring Agent3;302315;S2;F4;2676;Box;1395
Detroit;Coloring Agent3;302315;S2;F5;6097;Bag;6097
Detroit;Coloring Agent3;302315;S2;F6;5217;Box;5217
Detroit;Coloring Agent3;302315;S2;F7;2826;Bag;1231
Detroit;Coloring Agent3;302315;S2;F7;2826;Box;1595
Detroit;Coloring Agent3;302315;S2;F8;3864;Bag;2392
Detroit;Coloring Agent3;302315;S2;F8;3864;Box;1472
Detroit;Coloring Agent3;302315;S2;F9;2602;Bag;2602
Detroit;Coloring Agent3;302315;S3;F1;4718;Bag;4718
Detroit;Coloring Agent3;302315;S3;F10;1894;Bag;1894
Detroit;Coloring Agent3;302315;S3;F11;1829;Bag;1829
Detroit;Coloring Agent3;302315;S3;F12;4561;Bag;1591
Detroit;Coloring Agent3;302315;S3;F12;4561;Box;2970
Detroit;Coloring Agent3;302315;S3;F2;2196;Bag;2196
Detroit;Coloring Agent3;302315;S3;F3;3155;Box;3155
Detroit;Coloring Agent3;302315;S3;F4;3409;Bag;1364
Detroit;Coloring Agent3;302315;S3;F4;3409;Box;2045
Detroit;Coloring Agent3;302315;S3;F5;3122;Bag;1794
Detroit;Coloring Agent3;302315;S3;F5;3122;Box;1328
Detroit;Coloring Agent3;302315;S3;F6;3435;Bag;3435
Detroit;Coloring Agent3;302315;S3;F7;2673;Bag;1125
Detroit;Coloring Agent3;302315;S3;F7;2673;Box;1548
Detroit;Coloring Agent3;302315;S3;F8;6220;Bag;1775
Detroit;Coloring Agent3;302315;S3;F8;6220;Box;4445
Detroit;Coloring Agent3;302315;S3;F9;10775;Bag;10775
Detroit;Coloring Agent3;302315;S4;F1;8018;Bag;6386
Detroit;Coloring Agent3;302315;S4;F1;8018;Box;1632
Detroit;Coloring Agent3;302315;S4;F11;8497;Bag;8477
Detroit;Coloring Agent3;302315;S4;F11;8497;Box;20
Detroit;Coloring Agent3;302315;S4;F12;269;Box;269
Detroit;Coloring Agent3;302315;S4;F3;3817;Bag;3817
Detroit;Coloring Agent3;302315;S4;F4;2780;Bag;2780
Detroit;Coloring Agent3;302315;S4;F5;2029;Bag;2029
Detroit;Coloring Agent3;302315;S4;F6;1567;Bag;1567
Detroit;Coloring Agent3;302315;S4;F7;6676;Bag;2704
Detroit;Coloring Agent3;302315;S4;F7;6676;Box;3972
Detroit;Coloring Agent3;302315;S4;F8;1741;Bag;1741
Detroit;Coloring Agent3;302315;S4;F9;11967;Bag;8805
Detroit;Coloring Agent3;302315;S4;F9;11967;Box;3162
Detroit;Coloring Agent3;302315;S5;F1;6981;Bag;6981
Detroit;Coloring Agent3;302315;S5;F11;1486;Bag;1486
Detroit;Coloring Agent3;302315;S5;F12;2969;Bag;1569
Detroit;Coloring Agent3;302315;S5;F12;2969;Box;1400
Detroit;Coloring Agent3;302315;S5;F2;4301;Bag;1336
Detroit;Coloring Agent3;302315;S5;F2;4301;Box;2965
Detroit;Coloring Agent3;302315;S5;F3;4355;Bag;1570
Detroit;Coloring Agent3;302315;S5;F3;4355;Box;2785
Detroit;Coloring Agent3;302315;S5;F4;2925;Bag;2925
Detroit;Coloring Agent3;302315;S5;F5;1375;Bag;1375
Detroit;Coloring Agent3;302315;S5;F6;1036;Bag;1036
Detroit;Coloring Agent3;302315;S5;F7;387;Bag;387
Detroit;Coloring Agent3;302315;S5;F8;2954;Bag;2954
Detroit;Coloring Agent3;302315;S5;F9;1221;Bag;1221
Detroit;Coloring Agent30;599566;S1;F1;7912;Bag;7912
Detroit;Coloring Agent30;599566;S1;F10;4444;Bag;1070
Detroit;Coloring Agent30;599566;S1;F10;4444;Box;3374
Detroit;Coloring Agent30;599566;S1;F11;2833;Bag;2833
Detroit;Coloring Agent30;599566;S1;F12;4827;Bag;1208
Detroit;Coloring Agent30;599566;S1;F12;4827;Box;3619
Detroit;Coloring Agent30;599566;S1;F2;9306;Bag;6588
Detroit;Coloring Agent30;599566;S1;F2;9306;Box;2718
Detroit;Coloring Agent30;599566;S1;F3;8924;Bag;3156
Detroit;Coloring Agent30;599566;S1;F3;8924;Box;5768
Detroit;Coloring Agent30;599566;S1;F4;1209;Bag;1209
Detroit;Coloring Agent30;599566;S1;F5;6030;Bag;6030
Detroit;Coloring Agent30;599566;S1;F6;6256;Bag;4806
Detroit;Coloring Agent30;599566;S1;F6;6256;Box;1450
Detroit;Coloring Agent30;599566;S1;F7;1415;Bag;1415
Detroit;Coloring Agent30;599566;S1;F8;10251;Bag;5776
Detroit;Coloring Agent30;599566;S1;F8;10251;Box;4475
Detroit;Coloring Agent30;599566;S1;F9;1337;Bag;1337
Detroit;Coloring Agent30;599566;S2;F1;13486;Bag;11391
Detroit;Coloring Agent30;599566;S2;F1;13486;Box;2095
Detroit;Coloring Agent30;599566;S2;F10;6842;Bag;4584
Detroit;Coloring Agent30;599566;S2;F10;6842;Box;2258
Detroit;Coloring Agent30;599566;S2;F11;7435;Bag;7435
Detroit;Coloring Agent30;599566;S2;F12;4524;Bag;2574
Detroit;Coloring Agent30;599566;S2;F12;4524;Box;1950
Detroit;Coloring Agent30;599566;S2;F2;6169;Bag;3577
Detroit;Coloring Agent30;599566;S2;F2;6169;Box;2592
Detroit;Coloring Agent30;599566;S2;F3;18533;Bag;15603
Detroit;Coloring Agent30;599566;S2;F3;18533;Box;2930
Detroit;Coloring Agent30;599566;S2;F4;912;Bag;912
Detroit;Coloring Agent30;599566;S2;F5;14894;Bag;13134
Detroit;Coloring Agent30;599566;S2;F5;14894;Box;1760
Detroit;Coloring Agent30;599566;S2;F6;19331;Bag;19331
Detroit;Coloring Agent30;599566;S2;F7;8269;Bag;8269
Detroit;Coloring Agent30;599566;S2;F8;22340;Bag;22340
Detroit;Coloring Agent30;599566;S2;F9;6752;Bag;6752
Detroit;Coloring Agent30;599566;S3;F1;13718;Bag;12026
Detroit;Coloring Agent30;599566;S3;F1;13718;Box;1692
Detroit;Coloring Agent30;599566;S3;F10;4825;Bag;4825
Detroit;Coloring Agent30;599566;S3;F11;2122;Bag;2122
Detroit;Coloring Agent30;599566;S3;F12;3084;Box;3084
Detroit;Coloring Agent30;599566;S3;F2;5713;Bag;3478
Detroit;Coloring Agent30;599566;S3;F2;5713;Box;2235
Detroit;Coloring Agent30;599566;S3;F3;3976;Bag;3976
Detroit;Coloring Agent30;599566;S3;F4;4073;Bag;4073
Detroit;Coloring Agent30;599566;S3;F5;8496;Bag;8496
Detroit;Coloring Agent30;599566;S3;F6;13532;Bag;13532
Detroit;Coloring Agent30;599566;S3;F7;14554;Bag;12524
Detroit;Coloring Agent30;599566;S3;F7;14554;Box;2030
Detroit;Coloring Agent30;599566;S3;F8;20342;Bag;18902
Detroit;Coloring Agent30;599566;S3;F8;20342;Box;1440
Detroit;Coloring Agent30;599566;S3;F9;5605;Bag;5605
Detroit;Coloring Agent30;599566;S4;F1;11783;Bag;7881
Detroit;Coloring Agent30;599566;S4;F1;11783;Box;3902
Detroit;Coloring Agent30;599566;S4;F10;6776;Bag;2886
Detroit;Coloring Agent30;599566;S4;F10;6776;Box;3890
Detroit;Coloring Agent30;599566;S4;F11;5455;Bag;3510
Detroit;Coloring Agent30;599566;S4;F11;5455;Box;1945
Detroit;Coloring Agent30;599566;S4;F12;3636;Box;3636
Detroit;Coloring Agent30;599566;S4;F2;3692;Bag;3692
Detroit;Coloring Agent30;599566;S4;F3;5337;Bag;3947
Detroit;Coloring Agent30;599566;S4;F3;5337;Box;1390
Detroit;Coloring Agent30;599566;S4;F4;7468;Bag;3808
Detroit;Coloring Agent30;599566;S4;F4;7468;Box;3660
Detroit;Coloring Agent30;599566;S4;F5;3851;Bag;3851
Detroit;Coloring Agent30;599566;S4;F6;9524;Bag;9072
Detroit;Coloring Agent30;599566;S4;F6;9524;Box;452
Detroit;Coloring Agent30;599566;S4;F7;6421;Bag;6421
Detroit;Coloring Agent30;599566;S4;F8;11222;Bag;11222
Detroit;Coloring Agent30;599566;S4;F9;4200;Bag;2562
Detroit;Coloring Agent30;599566;S4;F9;4200;Box;1638
Detroit;Coloring Agent30;599566;S5;F1;26399;Bag;24204
Detroit;Coloring Agent30;599566;S5;F1;26399;Box;2195
Detroit;Coloring Agent30;599566;S5;F10;4845;Bag;2573
Detroit;Coloring Agent30;599566;S5;F10;4845;Box;2272
Detroit;Coloring Agent30;599566;S5;F11;8807;Bag;3979
Detroit;Coloring Agent30;599566;S5;F11;8807;Box;4828
Detroit;Coloring Agent30;599566;S5;F12;5102;Bag;3882
Detroit;Coloring Agent30;599566;S5;F12;5102;Box;1220
Detroit;Coloring Agent30;599566;S5;F2;25992;Bag;21909
Detroit;Coloring Agent30;599566;S5;F2;25992;Box;4083
